160	160	128
160	160	128
160	160	128
168	160	255
160	160	128
168	160	255
160	160	128
168	160	255
160	160	128
160	160	128
167	160	255
160	160	128
167	160	255
167	160	255
167	160	255
167	160	255
167	160	255
167	160	255
167	160	255
167	160	255
167	160	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
175	164	255
160	160	128
174	164	255
160	160	128
174	164	255
160	160	128
174	164	255
160	160	128
174	164	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
174	165	255
160	160	128
160	160	128
174	165	255
160	160	128
174	165	255
160	160	128
174	165	255
174	165	255
174	165	255
174	165	255
174	165	255
174	166	255
160	160	128
178	167	255
160	160	128
160	160	128
160	160	128
174	166	255
160	160	128
174	166	255
174	166	255
160	160	128
177	168	255
176	168	255
176	168	255
176	168	255
160	160	128
176	168	255
160	160	128
175	168	255
175	168	255
175	168	255
175	168	255
175	168	255
160	160	128
160	160	128
175	168	255
174	168	255
160	160	128
174	168	255
160	160	128
174	168	255
160	160	128
174	169	255
160	160	128
174	169	255
174	169	255
175	169	255
174	169	255
160	160	128
166	165	255
160	160	128
166	165	255
166	165	255
160	160	128
166	165	255
160	160	128
166	165	255
160	160	128
160	160	128
166	165	255
166	165	255
166	165	255
166	165	255
166	165	255
166	165	255
166	165	255
166	165	255
166	165	255
166	165	255
165	165	255
165	165	255
165	165	255
165	165	255
165	165	255
165	165	255
165	165	255
165	165	255
165	165	255
165	165	255
165	165	255
165	165	255
165	165	255
165	165	255
165	165	255
165	166	255
165	166	255
165	166	255
165	166	255
165	166	255
165	166	255
165	166	255
165	166	255
165	166	255
165	166	255
160	160	128
160	160	128
165	166	255
165	166	255
165	167	255
165	167	255
165	167	255
165	167	255
160	160	128
165	167	255
165	167	255
160	160	128
165	167	255
165	167	255
165	167	255
165	167	255
165	167	255
165	167	255
165	168	255
165	168	255
165	168	255
165	168	255
165	168	255
165	168	255
165	168	255
165	168	255
165	168	255
165	168	255
165	168	255
164	168	255
164	168	255
164	168	255
164	168	255
164	168	255
164	168	255
165	170	255
165	170	255
160	160	128
165	170	255
160	160	128
165	171	255
160	160	128
166	173	255
160	160	128
160	160	128
160	160	128
166	173	255
165	173	255
165	173	255
160	160	128
160	160	128
165	174	255
160	160	128
165	174	255
160	160	128
165	174	255
160	160	128
165	174	255
160	160	128
165	174	255
160	160	128
160	160	128
160	160	128
163	170	255
163	170	255
160	160	128
163	170	255
160	160	128
163	170	255
160	160	128
163	170	255
163	170	255
163	170	255
163	170	255
163	170	255
160	160	128
162	170	255
162	170	255
162	170	255
162	170	255
162	170	255
162	170	255
162	170	255
162	170	255
162	170	255
162	170	255
162	171	255
162	171	255
162	171	255
162	171	255
162	171	255
162	171	255
161	171	255
161	171	255
161	171	255
161	171	255
161	171	255
161	171	255
161	171	255
161	171	255
161	171	255
161	171	255
161	171	255
161	171	255
161	171	255
161	171	255
161	171	255
161	171	255
160	171	255
160	171	255
160	171	255
160	171	255
160	171	255
160	171	255
160	171	255
160	171	255
160	171	255
160	171	255
160	171	255
160	171	255
160	171	255
160	171	255
160	171	255
160	171	255
159	171	255
159	171	255
159	171	255
159	171	255
159	171	255
159	171	255
159	171	255
159	172	255
159	172	255
159	172	255
159	172	255
159	172	255
159	172	255
159	172	255
158	172	255
158	172	255
158	172	255
158	172	255
158	172	255
158	172	255
158	172	255
158	172	255
158	172	255
158	172	255
158	172	255
158	172	255
158	172	255
158	172	255
157	172	255
157	172	255
157	172	255
157	172	255
157	172	255
157	172	255
157	172	255
157	172	255
157	172	255
157	172	255
157	172	255
157	172	255
156	172	255
156	172	255
156	172	255
156	172	255
156	172	255
156	173	255
156	173	255
156	173	255
156	173	255
156	173	255
155	173	255
160	160	128
155	173	255
155	173	255
155	173	255
155	173	255
160	160	128
155	173	255
160	160	128
155	173	255
154	173	255
154	173	255
160	160	128
160	160	128
154	173	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
139	194	255
160	160	128
139	193	255
160	160	128
139	193	255
160	160	128
139	192	255
160	160	128
139	192	255
160	160	128
139	192	255
160	160	128
139	191	255
160	160	128
139	191	255
160	160	128
139	191	255
160	160	128
139	190	255
160	160	128
139	190	255
160	160	128
139	189	255
160	160	128
139	189	255
160	160	128
139	189	255
160	160	128
139	188	255
160	160	128
139	188	255
160	160	128
139	188	255
160	160	128
139	188	255
160	160	128
138	188	255
160	160	128
160	160	128
122	207	255
122	207	255
122	206	255
122	206	255
122	205	255
122	205	255
122	204	255
122	204	255
120	205	255
121	203	255
121	203	255
120	203	255
121	202	255
120	202	255
119	202	255
121	200	255
160	160	128
121	200	255
160	160	128
121	199	255
160	160	128
160	160	128
120	199	255
160	160	128
160	160	128
160	160	128
152	165	255
152	165	255
152	165	255
152	165	255
160	160	128
152	165	255
152	165	255
160	160	128
152	165	255
160	160	128
152	165	255
160	160	128
152	165	255
152	165	255
152	165	255
152	165	255
152	165	255
152	165	255
152	165	255
152	165	255
152	165	255
152	165	255
152	165	255
152	165	255
152	164	255
152	164	255
152	164	255
152	164	255
