152	164	255
152	164	255
160	160	128
160	160	128
160	160	128
160	160	128
154	162	255
160	160	128
154	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
153	162	255
152	162	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
150	162	255
160	160	128
151	162	255
160	160	128
151	162	255
160	160	128
160	160	128
151	162	255
160	160	128
151	162	255
160	160	128
151	162	255
160	160	128
151	162	255
160	160	128
151	162	255
151	162	255
151	162	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	160	255
151	160	255
151	160	255
151	160	255
151	160	255
151	160	255
151	160	255
151	160	255
151	160	255
151	160	255
151	160	255
151	160	255
151	160	255
152	160	255
152	160	255
152	160	255
152	160	255
152	160	255
152	160	255
152	160	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	159	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	158	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	157	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
152	156	255
153	156	255
153	156	255
153	156	255
153	156	255
153	155	255
153	155	255
153	155	255
153	155	255
153	155	255
153	155	255
153	155	255
153	155	255
160	160	128
154	156	255
160	160	128
154	156	255
154	156	255
154	156	255
154	156	255
154	156	255
154	156	255
154	156	255
154	156	255
154	156	255
154	156	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
155	155	255
156	155	255
156	155	255
156	155	255
156	155	255
156	155	255
156	155	255
156	155	255
156	155	255
156	155	255
156	155	255
156	155	255
156	155	255
156	155	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
156	154	255
157	154	255
157	154	255
157	154	255
157	154	255
157	154	255
157	154	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	153	255
157	152	255
157	152	255
157	152	255
157	152	255
157	152	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
139	68	255
160	160	128
140	70	255
160	160	128
141	71	255
160	160	128
141	72	255
160	160	128
142	72	255
160	160	128
143	73	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
141	43	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
158	143	255
160	160	128
158	143	255
160	160	128
158	144	255
158	144	255
158	144	255
159	144	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
160	155	255
160	155	255
160	155	255
160	155	255
160	155	255
160	155	255
160	155	255
160	155	255
160	155	255
160	155	255
160	155	255
160	155	255
160	155	255
160	160	128
160	155	255
160	155	255
160	160	128
160	155	255
160	160	128
161	155	255
161	155	255
160	160	128
161	155	255
160	160	128
161	155	255
160	160	128
161	155	255
160	160	128
161	155	255
160	160	128
161	155	255
160	160	128
161	155	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
161	153	255
162	153	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
161	156	255
161	156	255
161	156	255
161	156	255
161	156	255
161	156	255
161	156	255
161	156	255
161	156	255
161	156	255
161	156	255
161	156	255
161	156	255
161	156	255
161	156	255
161	156	255
160	160	128
162	156	255
162	156	255
162	156	255
160	160	128
162	156	255
162	156	255
162	156	255
160	160	128
162	156	255
160	160	128
162	156	255
162	156	255
160	160	128
162	156	255
160	160	128
162	156	255
160	160	128
162	156	255
160	160	128
162	156	255
162	156	255
160	160	128
160	160	128
162	156	255
160	160	128
160	160	128
162	156	255
162	156	255
160	160	128
160	160	128
160	160	128
162	156	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
177	140	255
160	160	128
177	140	255
160	160	128
177	141	255
160	160	128
177	141	255
160	160	128
177	141	255
160	160	128
160	160	128
177	141	255
160	160	128
177	141	255
178	141	255
160	160	128
160	160	128
160	160	128
177	142	255
160	160	128
177	142	255
160	160	128
177	142	255
160	160	128
177	142	255
160	160	128
177	143	255
160	160	128
177	143	255
160	160	128
177	143	255
160	160	128
177	144	255
160	160	128
177	144	255
160	160	128
177	144	255
176	145	255
176	145	255
176	145	255
176	145	255
176	146	255
176	146	255
176	146	255
160	160	128
176	146	255
176	147	255
176	147	255
176	147	255
175	147	255
175	148	255
175	148	255
175	148	255
174	149	255
174	149	255
174	149	255
174	149	255
174	149	255
174	149	255
174	150	255
174	150	255
174	150	255
174	150	255
174	150	255
174	150	255
174	150	255
174	150	255
174	151	255
174	151	255
174	151	255
174	151	255
175	151	255
174	151	255
175	151	255
175	151	255
175	151	255
249	115	255
248	116	255
176	152	255
239	122	255
176	152	255
238	122	255
177	152	255
239	123	255
239	123	255
239	124	255
258	116	255
260	116	255
160	160	128
260	118	255
160	160	128
255	120	255
160	160	128
254	121	255
160	160	128
254	122	255
160	160	128
254	123	255
160	160	128
160	160	128
255	124	255
160	160	128
256	124	255
256	124	255
255	125	255
255	126	255
160	160	128
255	127	255
255	127	255
255	128	255
160	160	128
255	129	255
256	129	255
257	131	255
160	160	128
196	149	255
160	160	128
196	150	255
196	150	255
196	150	255
196	150	255
196	151	255
160	160	128
196	151	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
